year,county,cause,sex,age_code,N
110,3103,13,2,21,2
110,3103,13,2,23,1
110,3103,13,2,24,1
110,3103,14,1,25,1
110,3103,14,2,24,1
110,3103,15,1,14,1
110,3103,15,1,15,1
110,3103,15,1,16,1
110,3103,15,1,18,1
110,3103,15,1,19,3
110,3103,15,1,20,5
110,3103,15,1,22,1
110,3103,15,1,23,6
110,3103,15,1,24,6
110,3103,15,1,25,3
110,3103,15,2,18,1
110,3103,15,2,19,4
110,3103,15,2,20,1
110,3103,15,2,21,1
110,3103,15,2,22,3
110,3103,15,2,23,4
110,3103,15,2,24,6
110,3103,15,2,25,7
110,3103,15,2,26,1
110,3103,16,1,08,1
110,3103,16,1,13,1
110,3103,16,1,14,1
110,3103,16,1,15,5
110,3103,16,1,16,5
110,3103,16,1,17,7
110,3103,16,1,18,12
110,3103,16,1,19,9
110,3103,16,1,20,17
110,3103,16,1,21,17
110,3103,16,1,22,13
110,3103,16,1,23,16
110,3103,16,1,24,17
110,3103,16,1,25,13
110,3103,16,1,26,1
110,3103,16,2,13,1
110,3103,16,2,16,2
110,3103,16,2,18,1
110,3103,16,2,19,5
110,3103,16,2,20,7
110,3103,16,2,21,13
110,3103,16,2,22,18
110,3103,16,2,23,25
110,3103,16,2,24,31
110,3103,16,2,25,14
110,3103,16,2,26,4
110,3103,17,1,15,1
110,3103,17,1,16,5
110,3103,17,1,17,1
110,3103,17,1,18,9
110,3103,17,1,19,2
110,3103,17,1,20,6
110,3103,17,1,21,9
110,3103,17,1,22,7
110,3103,17,1,23,7
110,3103,17,1,24,5
110,3103,17,1,25,1
110,3103,17,1,26,3
110,3103,17,2,09,1
110,3103,17,2,11,1
110,3103,17,2,12,1
110,3103,17,2,14,1
110,3103,17,2,17,1
110,3103,17,2,18,4
110,3103,17,2,19,1
110,3103,17,2,20,6
110,3103,17,2,21,8
110,3103,17,2,22,7
110,3103,17,2,23,7
110,3103,17,2,24,2
110,3103,17,2,25,2
110,3103,17,2,26,1
110,3103,18,2,24,1
110,3103,19,1,16,1
110,3103,19,1,20,1
110,3103,19,1,23,1
110,3103,19,1,25,1
110,3103,19,2,16,1
110,3103,19,2,22,1
110,3103,21,1,17,2
110,3103,21,1,18,1
110,3103,21,1,19,4
110,3103,21,1,20,1
110,3103,21,1,21,4
110,3103,21,1,22,10
110,3103,21,1,23,7
110,3103,21,1,24,13
110,3103,21,1,25,5
110,3103,21,2,15,1
110,3103,21,2,17,2
110,3103,21,2,18,1
110,3103,21,2,20,1
110,3103,21,2,21,5
110,3103,21,2,22,6
110,3103,21,2,23,13
110,3103,21,2,24,14
110,3103,21,2,25,6
110,3103,23,1,13,1
110,3103,23,1,17,1
110,3103,23,1,19,4
110,3103,23,1,20,6
110,3103,23,1,21,4
110,3103,23,1,22,3
110,3103,23,1,23,7
110,3103,23,1,24,9
110,3103,23,1,25,6
110,3103,23,1,26,1
110,3103,23,2,14,1
110,3103,23,2,18,2
110,3103,23,2,20,2
110,3103,23,2,21,1
110,3103,23,2,22,8
110,3103,23,2,23,8
110,3103,23,2,24,5
110,3103,23,2,26,2
110,3103,25,1,18,1
110,3103,25,1,20,1
110,3103,25,1,21,1
110,3103,25,1,22,1
110,3103,25,1,23,3
110,3103,25,1,25,1
110,3103,25,2,22,3
110,3103,25,2,23,1
110,3103,25,2,24,2
110,3103,25,2,25,3
110,3103,26,1,18,1
110,3103,26,1,24,1
110,3103,27,1,19,1
110,3103,27,1,22,1
110,3103,27,1,23,2
110,3103,27,1,24,1
110,3103,27,2,24,1
110,3103,28,1,14,2
110,3103,28,1,15,1
110,3103,28,1,17,2
110,3103,28,1,18,2
110,3103,28,1,19,1
110,3103,28,1,20,1
110,3103,28,1,21,1
110,3103,28,1,22,1
110,3103,28,1,23,1
110,3103,28,1,24,1
110,3103,28,2,18,1
110,3103,28,2,20,2
110,3103,28,2,21,1
110,3103,28,2,22,2
110,3103,28,2,23,1
110,3103,28,2,24,1
110,3103,29,2,21,1
110,3103,29,2,22,1
110,3103,29,2,23,1
110,3103,30,1,13,1
110,3103,30,1,19,2
110,3103,30,1,25,1
110,3103,30,2,19,2
110,3103,30,2,20,1
110,3103,30,2,23,2
110,3103,31,1,17,1
110,3103,31,1,19,1
110,3103,31,1,20,1
110,3103,31,1,21,1
110,3103,31,1,22,2
110,3103,31,1,24,1
110,3103,31,2,17,1
110,3103,31,2,20,1
110,3103,31,2,21,1
110,3103,31,2,23,2
110,3103,32,1,16,1
110,3103,32,1,17,1
110,3103,32,1,18,2
110,3103,32,1,19,2
110,3103,32,1,20,2
110,3103,32,1,22,2
110,3103,32,1,23,8
110,3103,32,1,24,4
110,3103,32,1,25,2
110,3103,32,2,13,1
110,3103,32,2,17,3
110,3103,32,2,18,2
110,3103,32,2,19,1
110,3103,32,2,20,2
110,3103,32,2,21,2
110,3103,32,2,22,8
110,3103,32,2,23,8
110,3103,32,2,24,5
110,3103,32,2,25,2
110,3103,32,2,26,1
110,3103,35,1,08,1
110,3103,35,1,17,1
110,3103,36,1,22,1
110,3103,36,2,23,1
110,3103,38,1,17,1
110,3103,38,1,18,3
110,3103,38,1,19,5
110,3103,38,1,20,3
110,3103,38,1,21,5
110,3103,38,1,22,3
110,3103,38,1,23,1
110,3103,38,1,24,1
110,3103,38,2,22,2
110,3103,38,2,24,3
110,3103,39,1,09,1
110,3103,39,1,10,1
110,3103,39,1,11,1
110,3103,39,1,12,1
110,3103,39,1,14,2
110,3103,39,1,15,2
110,3103,39,1,17,3
110,3103,39,1,18,2
110,3103,39,1,19,3
110,3103,39,1,20,2
110,3103,39,1,22,2
110,3103,39,2,02,1
110,3103,39,2,09,1
110,3103,39,2,10,1
110,3103,39,2,14,1
110,3103,39,2,17,1
110,3103,39,2,19,3
110,3103,39,2,20,1
110,3103,39,2,21,1
110,3103,39,2,22,1
110,3103,39,2,23,1
110,3103,39,2,24,1
110,3103,39,2,25,1
110,3103,40,1,10,1
110,3103,40,1,14,2
110,3103,40,1,16,2
110,3103,40,1,17,3
110,3103,40,1,18,3
110,3103,40,1,19,2
110,3103,40,1,20,2
110,3103,40,1,21,1
110,3103,40,1,24,1
110,3103,40,2,10,1
110,3103,40,2,11,2
110,3103,40,2,13,3
110,3103,40,2,18,1
110,3103,40,2,20,1
110,3103,40,2,21,1
110,3103,40,2,23,2
110,3103,40,2,24,1
110,3103,41,1,12,1
110,3103,41,1,22,1
110,3103,42,1,12,3
110,3103,42,1,13,1
110,3103,42,1,14,1
110,3103,42,1,15,1
110,3103,42,1,16,3
110,3103,42,1,17,3
110,3103,42,1,18,8
110,3103,42,1,19,11
110,3103,42,1,20,5
110,3103,42,1,21,10
110,3103,42,1,22,11
110,3103,42,1,23,8
110,3103,42,1,24,20
110,3103,42,1,25,9
110,3103,42,1,26,5
110,3103,42,2,08,1
110,3103,42,2,14,1
110,3103,42,2,15,2
110,3103,42,2,17,4
110,3103,42,2,18,4
110,3103,42,2,19,5
110,3103,42,2,20,2
110,3103,42,2,21,9
110,3103,42,2,22,19
110,3103,42,2,23,13
110,3103,42,2,24,23
110,3103,42,2,25,4
110,3103,42,2,26,3
110,3104,02,1,19,1
110,3104,02,1,21,1
110,3104,02,2,22,1
110,3104,03,1,15,1
110,3104,03,1,16,1
110,3104,03,1,17,1
110,3104,03,1,20,1
110,3104,03,1,21,2
110,3104,03,1,23,4
110,3104,03,1,24,1
110,3104,03,2,18,1
110,3104,03,2,19,1
110,3104,03,2,20,1
110,3104,03,2,21,5
110,3104,03,2,22,2
110,3104,03,2,23,3
110,3104,03,2,24,3
110,3104,03,2,25,1
110,3104,04,1,20,1
110,3104,04,1,21,1
110,3104,06,1,09,1
110,3104,06,1,11,3
110,3104,06,1,12,1
110,3104,06,1,13,3
110,3104,06,1,14,12
110,3104,06,1,15,15
110,3104,06,1,16,21
110,3104,06,1,17,33
110,3104,06,1,18,44
110,3104,06,1,19,84
110,3104,06,1,20,67
110,3104,06,1,21,61
110,3104,06,1,22,33
110,3104,06,1,23,37
110,3104,06,1,24,29
110,3104,06,1,25,7
110,3104,06,2,09,1
110,3104,06,2,12,3
110,3104,06,2,13,3
110,3104,06,2,14,5
110,3104,06,2,15,8
110,3104,06,2,16,6
110,3104,06,2,17,36
110,3104,06,2,18,45
110,3104,06,2,19,49
110,3104,06,2,20,42
110,3104,06,2,21,47
110,3104,06,2,22,41
110,3104,06,2,23,22
110,3104,06,2,24,11
110,3104,06,2,25,6
110,3104,06,2,26,2
110,3104,07,1,15,1
110,3104,07,1,16,1
110,3104,07,1,19,2
110,3104,07,1,20,3
110,3104,07,1,21,2
110,3104,07,1,22,1
110,3104,07,1,23,2
110,3104,07,1,24,1
110,3104,07,2,17,3
110,3104,07,2,19,1
110,3104,07,2,20,2
110,3104,07,2,22,1
110,3104,07,2,23,1
110,3104,07,2,24,1
110,3104,07,2,25,1
110,3104,08,1,17,1
110,3104,08,1,20,1
110,3104,08,1,21,1
110,3104,08,1,22,1
110,3104,08,1,23,2
110,3104,08,2,16,2
110,3104,08,2,25,1
110,3104,09,1,13,1
110,3104,09,1,14,2
110,3104,09,1,15,2
110,3104,09,1,16,4
110,3104,09,1,17,8
110,3104,09,1,18,7
110,3104,09,1,19,16
110,3104,09,1,20,14
110,3104,09,1,21,10
110,3104,09,1,22,5
110,3104,09,1,23,8
110,3104,09,1,24,11
110,3104,09,1,25,1
110,3104,09,2,10,1
110,3104,09,2,15,1
110,3104,09,2,17,4
110,3104,09,2,18,5
110,3104,09,2,19,7
110,3104,09,2,20,5
110,3104,09,2,21,6
110,3104,09,2,22,16
110,3104,09,2,23,13
110,3104,09,2,24,11
110,3104,09,2,25,6
110,3104,10,1,16,1
110,3104,10,1,20,2
110,3104,10,1,21,4
110,3104,10,1,22,6
110,3104,10,1,23,3
110,3104,10,1,24,5
110,3104,10,1,25,6
110,3104,10,1,26,2
110,3104,10,2,19,1
110,3104,10,2,21,2
110,3104,10,2,22,3
110,3104,10,2,23,4
110,3104,10,2,24,4
110,3104,10,2,25,2
110,3104,11,1,17,1
110,3104,12,1,18,1
110,3104,12,1,19,1
110,3104,12,1,20,1
110,3104,12,2,13,1
110,3104,13,1,16,1
110,3104,13,1,21,1
110,3104,13,1,22,3
110,3104,13,1,23,2
110,3104,13,1,24,5
110,3104,13,2,20,2
110,3104,13,2,21,2
110,3104,13,2,22,1
110,3104,13,2,23,3
110,3104,13,2,24,3
110,3104,14,2,20,1
110,3104,15,1,14,6
110,3104,15,1,16,1
110,3104,15,1,18,5
110,3104,15,1,19,7
110,3104,15,1,20,12
110,3104,15,1,21,6
110,3104,15,1,22,10
110,3104,15,1,23,6
110,3104,15,1,24,12
110,3104,15,1,25,5
110,3104,15,1,26,2
110,3104,15,2,14,1
110,3104,15,2,15,1
110,3104,15,2,17,2
110,3104,15,2,19,4
110,3104,15,2,20,8
110,3104,15,2,21,7
110,3104,15,2,22,8
110,3104,15,2,23,7
110,3104,15,2,24,11
110,3104,15,2,25,5
110,3104,15,2,26,1
110,3104,16,1,12,2
110,3104,16,1,13,2
110,3104,16,1,14,10
110,3104,16,1,15,11
110,3104,16,1,16,9
110,3104,16,1,17,23
110,3104,16,1,18,25
110,3104,16,1,19,32
110,3104,16,1,20,24
110,3104,16,1,21,22
110,3104,16,1,22,30
110,3104,16,1,23,27
110,3104,16,1,24,40
110,3104,16,1,25,14
110,3104,16,1,26,3
110,3104,16,2,02,1
110,3104,16,2,12,1
110,3104,16,2,14,2
110,3104,16,2,16,1
110,3104,16,2,17,2
110,3104,16,2,18,3
110,3104,16,2,19,16
110,3104,16,2,20,12
110,3104,16,2,21,18
110,3104,16,2,22,21
110,3104,16,2,23,43
110,3104,16,2,24,23
110,3104,16,2,25,8
110,3104,16,2,26,3
110,3104,17,1,13,1
110,3104,17,1,14,2
110,3104,17,1,15,6
110,3104,17,1,16,1
110,3104,17,1,17,11
110,3104,17,1,18,9
110,3104,17,1,19,11
110,3104,17,1,20,7
110,3104,17,1,21,8
110,3104,17,1,22,7
110,3104,17,1,23,11
110,3104,17,1,24,10
110,3104,17,1,25,8
110,3104,17,1,26,1
110,3104,17,2,15,5
110,3104,17,2,17,4
110,3104,17,2,18,6
110,3104,17,2,19,5
110,3104,17,2,20,8
110,3104,17,2,21,8
110,3104,17,2,22,13
110,3104,17,2,23,8
110,3104,17,2,24,13
110,3104,17,2,25,6
110,3104,18,2,24,1
110,3104,19,1,13,1
110,3104,19,1,14,1
110,3104,19,1,15,1
110,3104,19,1,17,1
110,3104,19,1,19,2
110,3104,19,1,22,1
110,3104,19,2,15,1
110,3104,19,2,17,1
110,3104,19,2,19,1
110,3104,19,2,22,1
110,3104,19,2,23,1
110,3104,20,2,16,1
110,3104,21,1,11,1
110,3104,21,1,16,2
110,3104,21,1,17,4
110,3104,21,1,18,9
110,3104,21,1,19,4
110,3104,21,1,20,17
110,3104,21,1,21,10
110,3104,21,1,22,16
110,3104,21,1,23,29
110,3104,21,1,24,24
110,3104,21,1,25,13
110,3104,21,1,26,3
110,3104,21,2,13,1
110,3104,21,2,18,2
110,3104,21,2,19,5
110,3104,21,2,20,5
110,3104,21,2,21,10
110,3104,21,2,22,11
110,3104,21,2,23,15
110,3104,21,2,24,12
110,3104,21,2,25,9
110,3104,21,2,26,2
110,3104,23,1,16,1
110,3104,23,1,17,2
110,3104,23,1,18,2
110,3104,23,1,19,4
110,3104,23,1,20,10
110,3104,23,1,21,8
110,3104,23,1,22,10
110,3104,23,1,23,16
110,3104,23,1,24,15
110,3104,23,1,25,2
110,3104,23,1,26,1
110,3104,23,2,19,1
110,3104,23,2,20,3
110,3104,23,2,21,7
110,3104,23,2,22,4
110,3104,23,2,23,7
110,3104,23,2,24,5
110,3104,23,2,25,5
110,3104,24,1,23,1
110,3104,25,1,13,1
110,3104,25,1,19,1
110,3104,25,1,20,1
110,3104,25,1,21,2
110,3104,25,1,22,3
110,3104,25,1,23,3
110,3104,25,1,24,4
110,3104,25,1,25,2
110,3104,25,2,19,3
110,3104,25,2,20,2
110,3104,25,2,21,1
110,3104,25,2,22,3
110,3104,25,2,23,1
110,3104,25,2,24,3
110,3104,25,2,25,1
110,3104,26,1,12,1
110,3104,26,1,15,1
110,3104,26,1,21,2
110,3104,26,1,22,1
110,3104,26,2,19,1
110,3104,26,2,23,2
110,3104,27,1,20,1
110,3104,27,1,22,1
110,3104,27,1,23,1
110,3104,27,2,22,1
110,3104,27,2,25,2
110,3104,28,1,15,2
110,3104,28,1,17,4
110,3104,28,1,18,5
110,3104,28,1,19,2
110,3104,28,1,20,2
110,3104,28,1,21,2
110,3104,28,1,22,1
110,3104,28,1,23,2
110,3104,28,1,24,1
110,3104,28,2,19,5
110,3104,28,2,20,2
110,3104,28,2,21,1
110,3104,28,2,22,3
110,3104,28,2,23,2
110,3104,28,2,24,1
110,3104,29,1,23,1
110,3104,29,2,21,1
110,3104,29,2,22,2
110,3104,29,2,24,1
110,3104,30,1,14,1
110,3104,30,1,18,1
110,3104,30,1,19,1
110,3104,30,1,20,1
110,3104,30,1,22,2
110,3104,30,2,18,1
110,3104,30,2,20,1
110,3104,30,2,22,3
110,3104,30,2,23,1
110,3104,31,1,14,2
110,3104,31,1,17,1
110,3104,31,1,18,1
110,3104,31,1,19,1
110,3104,31,1,20,2
110,3104,31,1,22,1
110,3104,31,1,24,1
110,3104,31,2,12,1
110,3104,31,2,15,1
110,3104,31,2,18,1
110,3104,31,2,19,1
110,3104,31,2,20,1
110,3104,31,2,21,1
110,3104,31,2,22,2
110,3104,31,2,23,1
110,3104,32,1,13,1
110,3104,32,1,16,2
110,3104,32,1,17,1
110,3104,32,1,18,4
110,3104,32,1,19,3
110,3104,32,1,20,8
110,3104,32,1,21,3
110,3104,32,1,22,9
110,3104,32,1,23,5
110,3104,32,1,24,1
110,3104,32,1,25,3
110,3104,32,2,15,2
110,3104,32,2,18,2
110,3104,32,2,19,1
110,3104,32,2,20,3
110,3104,32,2,21,8
110,3104,32,2,22,8
110,3104,32,2,23,6
110,3104,32,2,24,9
110,3104,32,2,25,3
110,3104,34,1,01,5
110,3104,34,1,02,1
110,3104,34,1,06,1
110,3104,34,2,01,4
110,3104,35,1,01,1
110,3104,35,1,02,1
110,3104,35,1,13,1
110,3104,35,2,02,1
110,3104,36,1,23,2
110,3104,36,2,24,1
110,3104,38,1,15,1
110,3104,38,1,16,3
110,3104,38,1,17,1
110,3104,38,1,18,3
110,3104,38,1,19,6
110,3104,38,1,20,8
110,3104,38,1,21,6
110,3104,38,1,22,4
110,3104,38,1,23,3
110,3104,38,2,14,1
110,3104,38,2,18,1
110,3104,38,2,19,1
110,3104,38,2,20,8
110,3104,38,2,21,5
110,3104,38,2,22,3
110,3104,38,2,23,2
110,3104,38,2,24,1
110,3104,39,1,10,1
110,3104,39,1,11,2
110,3104,39,1,13,1
110,3104,39,1,14,5
110,3104,39,1,15,3
110,3104,39,1,16,3
110,3104,39,1,17,6
110,3104,39,1,18,5
110,3104,39,1,19,4
110,3104,39,1,20,1
110,3104,39,1,21,3
110,3104,39,1,22,3
110,3104,39,1,23,6
110,3104,39,1,25,1
110,3104,39,2,10,3
110,3104,39,2,13,2
110,3104,39,2,14,1
110,3104,39,2,19,1
110,3104,39,2,20,1
110,3104,39,2,21,4
110,3104,39,2,22,2
110,3104,39,2,24,1
110,3104,40,1,11,1
110,3104,40,1,12,4
110,3104,40,1,13,2
110,3104,40,1,14,5
110,3104,40,1,15,2
110,3104,40,1,16,1
110,3104,40,1,17,4
110,3104,40,1,18,5
110,3104,40,1,19,2
110,3104,40,1,20,4
110,3104,40,1,21,1
110,3104,40,1,24,2
110,3104,40,2,10,4
110,3104,40,2,11,1
110,3104,40,2,12,1
110,3104,40,2,13,1
110,3104,40,2,14,4
110,3104,40,2,15,2
110,3104,40,2,16,6
110,3104,40,2,17,2
110,3104,40,2,18,4
110,3104,40,2,19,1
110,3104,40,2,20,3
110,3104,41,2,19,1
110,3104,42,1,06,1
110,3104,42,1,11,1
110,3104,42,1,12,1
110,3104,42,1,13,1
110,3104,42,1,14,5
110,3104,42,1,15,7
110,3104,42,1,16,8
110,3104,42,1,17,5
110,3104,42,1,18,7
110,3104,42,1,19,14
110,3104,42,1,20,15
110,3104,42,1,21,22
110,3104,42,1,22,15
110,3104,42,1,23,20
110,3104,42,1,24,25
110,3104,42,1,25,14
110,3104,42,1,26,3
110,3104,42,2,02,1
110,3104,42,2,09,1
110,3104,42,2,10,2
110,3104,42,2,12,1
110,3104,42,2,13,3
110,3104,42,2,14,2
110,3104,42,2,15,1
110,3104,42,2,16,1
110,3104,42,2,17,6
110,3104,42,2,18,5
110,3104,42,2,19,7
110,3104,42,2,20,18
110,3104,42,2,21,12
110,3104,42,2,22,26
110,3104,42,2,23,17
110,3104,42,2,24,21
110,3104,42,2,25,9
110,3104,42,2,26,3
110,3105,02,1,20,1
110,3105,02,2,22,1
110,3105,03,1,16,1
110,3105,03,1,17,2
110,3105,03,1,18,1
110,3105,03,1,19,2
110,3105,03,1,20,3
110,3105,03,1,21,2
110,3105,03,1,22,3
110,3105,03,1,23,4
110,3105,03,1,24,5
110,3105,03,2,18,1
110,3105,03,2,19,3
110,3105,03,2,22,6
110,3105,03,2,23,4
110,3105,03,2,24,4
110,3105,03,2,25,2
110,3105,03,2,26,1
110,3105,04,1,17,1
110,3105,04,1,18,1
110,3105,04,1,22,1
110,3105,04,2,14,1
110,3105,04,2,21,1
110,3105,04,2,22,1
110,3105,05,1,16,2
110,3105,06,1,10,1
110,3105,06,1,11,1
110,3105,06,1,13,1
110,3105,06,1,14,3
110,3105,06,1,15,12
110,3105,06,1,16,16
110,3105,06,1,17,26
110,3105,06,1,18,43
110,3105,06,1,19,42
110,3105,06,1,20,54
110,3105,06,1,21,56
110,3105,06,1,22,40
110,3105,06,1,23,33
110,3105,06,1,24,29
110,3105,06,1,25,9
110,3105,06,1,26,2
110,3105,06,2,12,1
110,3105,06,2,13,4
110,3105,06,2,14,2
110,3105,06,2,15,9
110,3105,06,2,16,28
110,3105,06,2,17,29
110,3105,06,2,18,26
110,3105,06,2,19,47
110,3105,06,2,20,41
110,3105,06,2,21,35
110,3105,06,2,22,34
110,3105,06,2,23,9
110,3105,06,2,24,17
110,3105,06,2,25,7
110,3105,06,2,26,1
110,3105,07,1,19,1
110,3105,07,1,20,1
110,3105,07,1,21,1
110,3105,07,1,23,1
110,3105,07,2,13,1
110,3105,07,2,14,1
110,3105,07,2,20,1
110,3105,07,2,22,2
110,3105,07,2,23,2
110,3105,07,2,25,1
110,3105,07,2,26,1
110,3105,08,1,15,1
110,3105,08,1,17,1
110,3105,08,1,20,1
110,3105,09,1,14,3
110,3105,09,1,15,2
110,3105,09,1,16,4
110,3105,09,1,17,5
110,3105,09,1,18,4
110,3105,09,1,19,6
110,3105,09,1,20,8
110,3105,09,1,21,7
110,3105,09,1,22,7
110,3105,09,1,23,8
110,3105,09,1,24,5
110,3105,09,1,25,2
110,3105,09,2,15,1
110,3105,09,2,17,2
110,3105,09,2,18,1
110,3105,09,2,19,3
110,3105,09,2,20,4
110,3105,09,2,21,7
110,3105,09,2,22,14
110,3105,09,2,23,9
110,3105,09,2,24,6
110,3105,10,1,21,1
110,3105,10,1,22,1
110,3105,10,1,23,5
110,3105,10,1,24,4
110,3105,10,1,25,2
110,3105,10,2,20,1
110,3105,10,2,22,1
110,3105,10,2,23,4
110,3105,10,2,24,3
110,3105,10,2,25,5
110,3105,10,2,26,1
110,3105,12,1,15,1
110,3105,13,1,19,2
110,3105,13,1,22,2
110,3105,13,1,23,1
110,3105,13,1,24,2
110,3105,13,2,18,1
110,3105,13,2,20,1
110,3105,13,2,21,1
110,3105,13,2,22,1
110,3105,13,2,23,5
110,3105,13,2,24,1
110,3105,14,2,21,2
110,3105,15,1,13,1
110,3105,15,1,16,3
110,3105,15,1,17,3
110,3105,15,1,18,2
110,3105,15,1,19,3
110,3105,15,1,20,3
110,3105,15,1,21,5
110,3105,15,1,22,4
110,3105,15,1,23,6
110,3105,15,1,24,4
110,3105,15,1,25,4
110,3105,15,2,18,2
110,3105,15,2,19,3
110,3105,15,2,20,1
110,3105,15,2,21,1
110,3105,15,2,22,3
110,3105,15,2,23,7
110,3105,15,2,24,3
110,3105,15,2,25,8
110,3105,16,1,15,10
110,3105,16,1,16,7
110,3105,16,1,17,12
110,3105,16,1,18,11
110,3105,16,1,19,20
110,3105,16,1,20,19
110,3105,16,1,21,16
110,3105,16,1,22,19
110,3105,16,1,23,28
110,3105,16,1,24,18
110,3105,16,1,25,14
110,3105,16,1,26,2
110,3105,16,2,13,1
110,3105,16,2,14,1
110,3105,16,2,15,2
110,3105,16,2,16,2
110,3105,16,2,17,3
110,3105,16,2,18,4
110,3105,16,2,19,9
110,3105,16,2,20,7
110,3105,16,2,21,15
110,3105,16,2,22,21
110,3105,16,2,23,19
110,3105,16,2,24,25
110,3105,16,2,25,15
110,3105,16,2,26,5
110,3105,17,1,14,1
110,3105,17,1,15,6
110,3105,17,1,16,3
110,3105,17,1,17,3
110,3105,17,1,18,8
110,3105,17,1,19,8
110,3105,17,1,20,6
110,3105,17,1,21,9
110,3105,17,1,22,6
110,3105,17,1,23,7
110,3105,17,1,24,8
110,3105,17,1,25,4
110,3105,17,2,14,1
110,3105,17,2,16,1
110,3105,17,2,17,2
110,3105,17,2,18,6
110,3105,17,2,19,5
110,3105,17,2,20,3
110,3105,17,2,21,9
110,3105,17,2,22,12
110,3105,17,2,23,13
110,3105,17,2,24,5
110,3105,17,2,25,2
110,3105,18,2,25,1
110,3105,19,1,14,1
110,3105,19,1,15,1
110,3105,19,1,16,3
110,3105,19,1,18,1
110,3105,19,1,19,1
110,3105,19,1,20,1
110,3105,19,1,21,2
110,3105,19,1,26,1
110,3105,19,2,18,1
110,3105,19,2,24,1
110,3105,20,1,22,1
110,3105,21,1,16,1
110,3105,21,1,18,5
110,3105,21,1,19,7
110,3105,21,1,20,9
110,3105,21,1,21,6
110,3105,21,1,22,16
110,3105,21,1,23,24
110,3105,21,1,24,25
110,3105,21,1,25,15
110,3105,21,1,26,9
110,3105,21,2,17,2
110,3105,21,2,18,3
110,3105,21,2,19,2
110,3105,21,2,20,3
110,3105,21,2,21,8
110,3105,21,2,22,18
110,3105,21,2,23,17
110,3105,21,2,24,17
110,3105,21,2,25,8
110,3105,21,2,26,2
110,3105,23,1,14,2
110,3105,23,1,15,1
110,3105,23,1,17,1
110,3105,23,1,18,7
110,3105,23,1,19,7
110,3105,23,1,20,2
110,3105,23,1,21,10
110,3105,23,1,22,8
110,3105,23,1,23,10
110,3105,23,1,24,16
110,3105,23,1,25,6
110,3105,23,2,19,1
110,3105,23,2,20,2
110,3105,23,2,21,4
110,3105,23,2,22,4
110,3105,23,2,23,9
110,3105,23,2,24,7
110,3105,23,2,25,4
110,3105,23,2,26,1
110,3105,24,1,24,1
110,3105,24,1,25,1
110,3105,25,1,17,1
110,3105,25,1,18,1
110,3105,25,1,20,5
110,3105,25,1,21,2
110,3105,25,1,22,3
110,3105,25,1,23,2
110,3105,25,1,24,4
110,3105,25,1,25,1
110,3105,25,2,21,3
110,3105,25,2,22,2
110,3105,25,2,23,2
110,3105,25,2,24,4
110,3105,25,2,25,1
110,3105,26,1,18,1
110,3105,26,1,20,1
110,3105,26,1,24,1
110,3105,26,2,22,1
110,3105,26,2,24,1
110,3105,27,1,19,1
110,3105,27,1,21,2
110,3105,27,1,22,1
110,3105,27,1,23,1
110,3105,27,1,24,1
110,3105,28,1,14,2
110,3105,28,1,16,2
110,3105,28,1,17,3
110,3105,28,1,18,3
110,3105,28,1,19,1
110,3105,28,1,20,4
110,3105,28,1,23,1
110,3105,28,1,24,1
110,3105,28,1,25,1
110,3105,28,2,18,1
110,3105,28,2,19,1
110,3105,28,2,20,4
110,3105,28,2,21,1
110,3105,28,2,22,2
110,3105,28,2,23,2
110,3105,28,2,24,3
110,3105,29,1,21,1
110,3105,29,1,24,2
110,3105,29,1,25,1
110,3105,29,2,21,1
110,3105,29,2,22,1
110,3105,30,1,18,1
110,3105,30,1,20,1
110,3105,30,1,23,1
110,3105,30,1,24,1
110,3105,30,1,25,1
110,3105,30,2,21,1
110,3105,30,2,22,3
110,3105,30,2,25,1
110,3105,31,1,15,1
110,3105,31,1,18,1
110,3105,31,1,22,1
110,3105,31,1,25,1
110,3105,31,2,17,1
110,3105,31,2,18,1
110,3105,31,2,20,1
110,3105,31,2,21,1
110,3105,31,2,24,2
110,3105,31,2,26,1
110,3105,32,1,19,3
110,3105,32,1,20,4
110,3105,32,1,21,6
110,3105,32,1,22,12
110,3105,32,1,23,7
110,3105,32,1,24,5
110,3105,32,1,25,5
110,3105,32,2,17,3
110,3105,32,2,18,1
110,3105,32,2,19,2
110,3105,32,2,20,4
110,3105,32,2,21,8
110,3105,32,2,22,6
110,3105,32,2,23,9
110,3105,32,2,24,5
110,3105,32,2,25,3
110,3105,33,2,12,1
110,3105,34,1,01,2
110,3105,34,2,01,2
110,3105,35,1,01,1
110,3105,35,2,02,1
110,3105,36,1,25,1
110,3105,36,2,26,1
110,3105,38,1,13,1
110,3105,38,1,15,1
110,3105,38,1,16,1
110,3105,38,1,17,1
110,3105,38,1,18,4
110,3105,38,1,19,2
110,3105,38,1,20,4
110,3105,38,1,22,2
110,3105,38,1,23,3
110,3105,38,2,18,2
110,3105,38,2,19,1
110,3105,38,2,20,1
110,3105,38,2,22,2
110,3105,38,2,23,1
110,3105,38,2,24,1
110,3105,39,1,09,4
110,3105,39,1,10,2
110,3105,39,1,11,1
110,3105,39,1,14,2
110,3105,39,1,16,1
110,3105,39,1,17,3
110,3105,39,1,18,1
110,3105,39,1,19,5
110,3105,39,1,20,4
110,3105,39,1,21,2
110,3105,39,1,22,1
